Name,Description,Unit,DataType,Attributes
node_uname_info,Labeled system information as provided by the uname system call.,,Gauge,Str((none));Str(x86_64);Str(kubernetes-control-plane);Str(5.15.49-linuxkit);Str(Linux);version: Str(#1 SMP Tue Sep 13 07:51:46 UTC 2022)
node_netstat_UdpLite6_InErrors,Statistic UdpLite6InErrors.,,Gauge,
node_network_transmit_queue_length,Description: Network device property: transmit_queue_length,,Gauge,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_memory_Hugetlb_bytes,Memory information field Hugetlb_bytes.,,Gauge,
node_memory_SReclaimable_bytes,Memory information field SReclaimable_bytes.,,Gauge,
node_sockstat_sockets_used,Number of IPv4 sockets in use.,,Gauge,
node_memory_Buffers_bytes,Memory information field Buffers_bytes.,,Gauge,
node_nf_conntrack_entries,Number of currently allocated flow entries for connection tracking.,,Gauge,
node_sockstat_FRAG6_memory,Number of FRAG6 sockets in state memory.,,Gauge,
node_sockstat_UDP_mem,Number of UDP sockets in state mem.,,Gauge,
node_time_clocksource_available_info,Available clocksources read from '/sys/devices/system/clocksource'.,,Gauge,Str(acpi_pm);Str(0);Str(hpet);Str(0);Str(tsc);Str(0)
node_netstat_Udp_SndbufErrors,Statistic UdpSndbufErrors.,,Gauge,
node_network_dormant,Description: Network device property: dormant,,Gauge,Str(eth0);Str(lo);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_network_receive_bytes,Network device statistic receive_bytes.,,Sum,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_netstat_TcpExt_TCPSynRetrans,Statistic TcpExtTCPSynRetrans.,,Gauge,
node_network_mtu_bytes,Description: Network device property: mtu_bytes,,Gauge,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_timex_pps_calibration,Pulse per second count of calibration intervals.,,Sum,
node_arp_entries,ARP entries by device,,Gauge,Str(eth0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_boot_time_seconds,"Node boot time, in unixtime.",,Gauge,
node_memory_Cached_bytes,Memory information field Cached_bytes.,,Gauge,
node_network_iface_link,Description: Network device property: iface_link,,Gauge,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_sockstat_UDP_mem_bytes,Number of UDP sockets in state mem_bytes.,,Gauge,
node_timex_estimated_error_seconds,Estimated error in seconds.,,Gauge,
node_cooling_device_max_state,Maximum throttle state of the cooling device,,Gauge,Str(0);Str(Processor);Str(1);Str(Processor)
node_disk_discards_completed,The total number of discards completed successfully.,,Sum,Str(nbd0);Str(nbd1);Str(nbd10);Str(nbd11);Str(nbd12);Str(nbd13);Str(nbd14);Str(nbd15);Str(nbd2);Str(nbd3);Str(nbd4);Str(nbd5);Str(nbd6);Str(nbd7);Str(nbd8);Str(nbd9);Str(vda)
node_memory_SwapCached_bytes,Memory information field SwapCached_bytes.,,Gauge,
node_network_transmit_compressed,Network device statistic transmit_compressed.,,Sum,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_softnet_dropped,Number of dropped packets,,Sum,Str(0);Str(1)
node_vmstat_pgpgin,/proc/vmstat information field pgpgin.,,Gauge,
node_disk_written_bytes,The total number of bytes written successfully.,,Sum,Str(nbd0);Str(nbd1);Str(nbd10);Str(nbd11);Str(nbd12);Str(nbd13);Str(nbd14);Str(nbd15);Str(nbd2);Str(nbd3);Str(nbd4);Str(nbd5);Str(nbd6);Str(nbd7);Str(nbd8);Str(nbd9);Str(vda)
node_memory_VmallocUsed_bytes,Memory information field VmallocUsed_bytes.,,Gauge,
node_network_flags,Description: Network device property: flags,,Gauge,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_filesystem_size_bytes,Filesystem size in bytes.,,Gauge,Str(/dev/vda1);Str(ext4);Str(/etc/hostname);Str(/dev/vda1);Str(ext4);Str(/etc/hosts);Str(/dev/vda1);Str(ext4);Str(/etc/resolv.conf);Str(/dev/vda1);Str(ext4);Str(/var);Str(rootfs);Str(tmpfs);Str(/usr/lib/modules);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/0ecf11bd7da74e56aa73732b73c5e1645e0c42602e861e3ef08eba048dc64a5f/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/2415a6893ad84b10b64ebe5e0ee56525b0abdd196705ecf772904f7e983633b2/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/312c0ae5177c063f887ed10f18e143ab07ca83e9c085a2d7fd52bd3404f88ca1/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/3c75edcda426d587423b938700dafe2254b8dc3c9392df090439232d5b1f1dfd/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/49c0fbb4b438196a0fd9123c6162e9a9f7b77e99020a2c928759ac434286fe11/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/5d7e7591176cf1d0a5df33bb96708531750b9051cd9362377a3f7e0dc3edcb26/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/9244407a1eb3bfaedb3c559d30ee6f7c685278ae08a198f7dac636476777b5f7/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/9c94d7d2d0f03dc7d81cf2a8afb60547d99d470b64412941a4cef78deb3e7099/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/df45d5659b0497e97384dda3e7c9822266f1c259a643c2bc31f25c7e8df46369/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/e4afbc691a99caafa49d67e352a22077c049202b529dca7bcb90e5a5abfc0eb2/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/eebfc0955c9f15c1a1749c0a03ceb4c399e3b928ec422a092bbbf61cd220c610/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/f1a88f63d64e72f635ba7e4cf290616a445cccbb29242353fe07ed8b51ead370/shm);Str(tmpfs);Str(tmpfs);Str(/run);Str(tmpfs);Str(tmpfs);Str(/run/lock);Str(tmpfs);Str(tmpfs);Str(/tmp)
node_memory_SUnreclaim_bytes,Memory information field SUnreclaim_bytes.,,Gauge,
node_netstat_Icmp_OutMsgs,Statistic IcmpOutMsgs.,,Gauge,
node_netstat_TcpExt_SyncookiesFailed,Statistic TcpExtSyncookiesFailed.,,Gauge,
node_netstat_Tcp_OutRsts,Statistic TcpOutRsts.,,Gauge,
node_disk_writes_merged,The number of writes merged.,,Sum,Str(nbd0);Str(nbd1);Str(nbd10);Str(nbd11);Str(nbd12);Str(nbd13);Str(nbd14);Str(nbd15);Str(nbd2);Str(nbd3);Str(nbd4);Str(nbd5);Str(nbd6);Str(nbd7);Str(nbd8);Str(nbd9);Str(vda)
node_sockstat_TCP_mem_bytes,Number of TCP sockets in state mem_bytes.,,Gauge,
node_network_name_assign_type,Description: Network device property: name_assign_type,,Gauge,Str(eth0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_network_protocol_type,Description: Network device property: protocol_type,,Gauge,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_sockstat_FRAG_inuse,Number of FRAG sockets in state inuse.,,Gauge,
node_softnet_times_squeezed,Number of times processing packets ran out of quota,,Sum,Str(0);Str(1)
node_context_switches,Total number of context switches.,,Sum,
node_disk_reads_merged,The total number of reads merged.,,Sum,Str(nbd0);Str(nbd1);Str(nbd10);Str(nbd11);Str(nbd12);Str(nbd13);Str(nbd14);Str(nbd15);Str(nbd2);Str(nbd3);Str(nbd4);Str(nbd5);Str(nbd6);Str(nbd7);Str(nbd8);Str(nbd9);Str(vda)
node_network_receive_compressed,Network device statistic receive_compressed.,,Sum,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_load15,15m load average.,,Gauge,
node_netstat_Tcp_InSegs,Statistic TcpInSegs.,,Gauge,
node_disk_reads_completed,The total number of reads completed successfully.,,Sum,Str(nbd0);Str(nbd1);Str(nbd10);Str(nbd11);Str(nbd12);Str(nbd13);Str(nbd14);Str(nbd15);Str(nbd2);Str(nbd3);Str(nbd4);Str(nbd5);Str(nbd6);Str(nbd7);Str(nbd8);Str(nbd9);Str(vda)
node_disk_discarded_sectors,The total number of sectors discarded successfully.,,Sum,Str(nbd0);Str(nbd1);Str(nbd10);Str(nbd11);Str(nbd12);Str(nbd13);Str(nbd14);Str(nbd15);Str(nbd2);Str(nbd3);Str(nbd4);Str(nbd5);Str(nbd6);Str(nbd7);Str(nbd8);Str(nbd9);Str(vda)
node_memory_HugePages_Free,Memory information field HugePages_Free.,,Gauge,
node_os_info,"A metric with a constant '1' value labeled by build_id, id, id_like, image_id, image_version, name, pretty_name, variant, variant_id, version, version_codename, version_id.",,Gauge,Str(ubuntu);Str(debian);Str(Ubuntu);Str(Ubuntu 22.04.2 LTS);Str(22.04.2 LTS (Jammy Jellyfish));Str(jammy);Str(22.04)
node_sockstat_UDPLITE6_inuse,Number of UDPLITE6 sockets in state inuse.,,Gauge,
node_memory_MemTotal_bytes,Memory information field MemTotal_bytes.,,Gauge,
node_timex_frequency_adjustment_ratio,Local clock frequency adjustment.,,Gauge,
node_timex_pps_error,Pulse per second count of calibration errors.,,Sum,
node_textfile_scrape_error,"1 if there was an error opening or reading a file, 0 otherwise",,Gauge,
node_cooling_device_cur_state,Current throttle state of the cooling device,,Gauge,Str(0);Str(Processor);Str(1);Str(Processor)
node_filesystem_files,Filesystem total file nodes.,,Gauge,Str(/dev/vda1);Str(ext4);Str(/etc/hostname);Str(/dev/vda1);Str(ext4);Str(/etc/hosts);Str(/dev/vda1);Str(ext4);Str(/etc/resolv.conf);Str(/dev/vda1);Str(ext4);Str(/var);Str(rootfs);Str(tmpfs);Str(/usr/lib/modules);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/0ecf11bd7da74e56aa73732b73c5e1645e0c42602e861e3ef08eba048dc64a5f/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/2415a6893ad84b10b64ebe5e0ee56525b0abdd196705ecf772904f7e983633b2/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/312c0ae5177c063f887ed10f18e143ab07ca83e9c085a2d7fd52bd3404f88ca1/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/3c75edcda426d587423b938700dafe2254b8dc3c9392df090439232d5b1f1dfd/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/49c0fbb4b438196a0fd9123c6162e9a9f7b77e99020a2c928759ac434286fe11/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/5d7e7591176cf1d0a5df33bb96708531750b9051cd9362377a3f7e0dc3edcb26/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/9244407a1eb3bfaedb3c559d30ee6f7c685278ae08a198f7dac636476777b5f7/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/9c94d7d2d0f03dc7d81cf2a8afb60547d99d470b64412941a4cef78deb3e7099/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/df45d5659b0497e97384dda3e7c9822266f1c259a643c2bc31f25c7e8df46369/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/e4afbc691a99caafa49d67e352a22077c049202b529dca7bcb90e5a5abfc0eb2/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/eebfc0955c9f15c1a1749c0a03ceb4c399e3b928ec422a092bbbf61cd220c610/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/f1a88f63d64e72f635ba7e4cf290616a445cccbb29242353fe07ed8b51ead370/shm);Str(tmpfs);Str(tmpfs);Str(/run);Str(tmpfs);Str(tmpfs);Str(/run/lock);Str(tmpfs);Str(tmpfs);Str(/tmp)
node_network_net_dev_group,Description: Network device property: net_dev_group,,Gauge,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_entropy_pool_size_bits,Bits of entropy pool.,,Gauge,
node_filesystem_avail_bytes,Filesystem space available to non-root users in bytes.,,Gauge,Str(/dev/vda1);Str(ext4);Str(/etc/hostname);Str(/dev/vda1);Str(ext4);Str(/etc/hosts);Str(/dev/vda1);Str(ext4);Str(/etc/resolv.conf);Str(/dev/vda1);Str(ext4);Str(/var);Str(rootfs);Str(tmpfs);Str(/usr/lib/modules);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/0ecf11bd7da74e56aa73732b73c5e1645e0c42602e861e3ef08eba048dc64a5f/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/2415a6893ad84b10b64ebe5e0ee56525b0abdd196705ecf772904f7e983633b2/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/312c0ae5177c063f887ed10f18e143ab07ca83e9c085a2d7fd52bd3404f88ca1/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/3c75edcda426d587423b938700dafe2254b8dc3c9392df090439232d5b1f1dfd/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/49c0fbb4b438196a0fd9123c6162e9a9f7b77e99020a2c928759ac434286fe11/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/5d7e7591176cf1d0a5df33bb96708531750b9051cd9362377a3f7e0dc3edcb26/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/9244407a1eb3bfaedb3c559d30ee6f7c685278ae08a198f7dac636476777b5f7/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/9c94d7d2d0f03dc7d81cf2a8afb60547d99d470b64412941a4cef78deb3e7099/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/df45d5659b0497e97384dda3e7c9822266f1c259a643c2bc31f25c7e8df46369/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/e4afbc691a99caafa49d67e352a22077c049202b529dca7bcb90e5a5abfc0eb2/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/eebfc0955c9f15c1a1749c0a03ceb4c399e3b928ec422a092bbbf61cd220c610/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/f1a88f63d64e72f635ba7e4cf290616a445cccbb29242353fe07ed8b51ead370/shm);Str(tmpfs);Str(tmpfs);Str(/run);Str(tmpfs);Str(tmpfs);Str(/run/lock);Str(tmpfs);Str(tmpfs);Str(/tmp)
node_forks,Total number of forks.,,Sum,
node_memory_Mlocked_bytes,Memory information field Mlocked_bytes.,,Gauge,
node_network_transmit_drop,Network device statistic transmit_drop.,,Sum,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_disk_discards_merged,The total number of discards merged.,,Sum,Str(nbd0);Str(nbd1);Str(nbd10);Str(nbd11);Str(nbd12);Str(nbd13);Str(nbd14);Str(nbd15);Str(nbd2);Str(nbd3);Str(nbd4);Str(nbd5);Str(nbd6);Str(nbd7);Str(nbd8);Str(nbd9);Str(vda)
node_network_transmit_fifo,Network device statistic transmit_fifo.,,Sum,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_sockstat_FRAG6_inuse,Number of FRAG6 sockets in state inuse.,,Gauge,
node_sockstat_TCP_orphan,Number of TCP sockets in state orphan.,,Gauge,
node_time_clocksource_current_info,Current clocksource read from '/sys/devices/system/clocksource'.,,Gauge,Str(tsc);Str(0)
node_cpu_guest_seconds,Seconds the CPUs spent in guests (VMs) for each mode.,,Sum,Str(0);Str(nice);Str(0);Str(user);Str(1);Str(nice);Str(1);Str(user)
node_memory_AnonHugePages_bytes,Memory information field AnonHugePages_bytes.,,Gauge,
node_nf_conntrack_stat_drop,Number of packets dropped due to conntrack failure.,,Gauge,
node_timex_status,Value of the status array bits.,,Gauge,
node_vmstat_pswpout,/proc/vmstat information field pswpout.,,Gauge,
node_disk_write_time_seconds,This is the total number of seconds spent by all writes.,,Sum,Str(nbd0);Str(nbd1);Str(nbd10);Str(nbd11);Str(nbd12);Str(nbd13);Str(nbd14);Str(nbd15);Str(nbd2);Str(nbd3);Str(nbd4);Str(nbd5);Str(nbd6);Str(nbd7);Str(nbd8);Str(nbd9);Str(vda)
node_entropy_available_bits,Bits of available entropy.,,Gauge,
node_nf_conntrack_stat_early_drop,"Number of dropped conntrack entries to make room for new ones, if maximum table size was reached.",,Gauge,
node_procs_blocked,Number of processes blocked waiting for I/O to complete.,,Gauge,
node_scrape_collector_success,Description: node_exporter: Whether a collector succeeded.,,Gauge,Str(arp);Str(bcache);Str(bonding);Str(btrfs);Str(conntrack);Str(cpu);Str(cpufreq);Str(diskstats);Str(dmi);Str(edac);Str(entropy);Str(fibrechannel);Str(filefd);Str(filesystem);Str(hwmon);Str(infiniband);Str(ipvs);Str(loadavg);Str(mdadm);Str(meminfo);Str(netclass);Str(netdev);Str(netstat);Str(nfs);Str(nfsd);Str(nvme);Str(os);Str(powersupplyclass);Str(pressure);Str(rapl);Str(schedstat);Str(selinux);Str(sockstat);Str(softnet);Str(stat);Str(tapestats);Str(textfile);Str(thermal_zone);Str(time);Str(timex);Str(udp_queues);Str(uname);Str(vmstat);Str(xfs);Str(zfs)
node_sockstat_TCP_alloc,Number of TCP sockets in state alloc.,,Gauge,
node_load5,5m load average.,,Gauge,
node_memory_SwapTotal_bytes,Memory information field SwapTotal_bytes.,,Gauge,
node_sockstat_UDPLITE_inuse,Number of UDPLITE sockets in state inuse.,,Gauge,
node_timex_loop_time_constant,Phase-locked loop time constant.,,Gauge,
node_load1,1m load average.,,Gauge,
node_memory_Active_file_bytes,Memory information field Active_file_bytes.,,Gauge,
node_netstat_Icmp6_InMsgs,Statistic Icmp6InMsgs.,,Gauge,
node_ipvs_incoming_packets,The total number of incoming packets.,,Sum,
node_memory_ShmemPmdMapped_bytes,Memory information field ShmemPmdMapped_bytes.,,Gauge,
node_memory_Committed_AS_bytes,Memory information field Committed_AS_bytes.,,Gauge,
node_memory_HugePages_Total,Memory information field HugePages_Total.,,Gauge,
node_memory_VmallocTotal_bytes,Memory information field VmallocTotal_bytes.,,Gauge,
node_intr,Total number of interrupts serviced.,,Sum,
node_udp_queues,Number of allocated memory in the kernel for UDP datagrams in bytes.,,Gauge,Str(v4);Str(rx);Str(v4);Str(tx);Str(v6);Str(rx);Str(v6);Str(tx)
node_memory_FilePmdMapped_bytes,Memory information field FilePmdMapped_bytes.,,Gauge,
node_netstat_Udp6_NoPorts,Statistic Udp6NoPorts.,,Gauge,
node_cpu_seconds,Seconds the CPUs spent in each mode.,,Sum,Str(0);Str(idle);Str(0);Str(iowait);Str(0);Str(irq);Str(0);Str(nice);Str(0);Str(softirq);Str(0);Str(steal);Str(0);Str(system);Str(0);Str(user);Str(1);Str(idle);Str(1);Str(iowait);Str(1);Str(irq);Str(1);Str(nice);Str(1);Str(softirq);Str(1);Str(steal);Str(1);Str(system);Str(1);Str(user)
node_filefd_allocated,Description: File descriptor statistics: allocated.,,Gauge,
node_timex_pps_stability_hertz,"Pulse per second stability, average of recent frequency changes.",,Gauge,
node_memory_MemFree_bytes,Memory information field MemFree_bytes.,,Gauge,
node_memory_PageTables_bytes,Memory information field PageTables_bytes.,,Gauge,
node_memory_Writeback_bytes,Memory information field Writeback_bytes.,,Gauge,
node_network_carrier_up_changes,Description: Network device property: carrier_up_changes_total,,Sum,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_network_receive_errs,Network device statistic receive_errs.,,Sum,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_network_transmit_errs,Network device statistic transmit_errs.,,Sum,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_filesystem_files_free,Filesystem total free file nodes.,,Gauge,Str(/dev/vda1);Str(ext4);Str(/etc/hostname);Str(/dev/vda1);Str(ext4);Str(/etc/hosts);Str(/dev/vda1);Str(ext4);Str(/etc/resolv.conf);Str(/dev/vda1);Str(ext4);Str(/var);Str(rootfs);Str(tmpfs);Str(/usr/lib/modules);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/0ecf11bd7da74e56aa73732b73c5e1645e0c42602e861e3ef08eba048dc64a5f/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/2415a6893ad84b10b64ebe5e0ee56525b0abdd196705ecf772904f7e983633b2/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/312c0ae5177c063f887ed10f18e143ab07ca83e9c085a2d7fd52bd3404f88ca1/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/3c75edcda426d587423b938700dafe2254b8dc3c9392df090439232d5b1f1dfd/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/49c0fbb4b438196a0fd9123c6162e9a9f7b77e99020a2c928759ac434286fe11/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/5d7e7591176cf1d0a5df33bb96708531750b9051cd9362377a3f7e0dc3edcb26/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/9244407a1eb3bfaedb3c559d30ee6f7c685278ae08a198f7dac636476777b5f7/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/9c94d7d2d0f03dc7d81cf2a8afb60547d99d470b64412941a4cef78deb3e7099/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/df45d5659b0497e97384dda3e7c9822266f1c259a643c2bc31f25c7e8df46369/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/e4afbc691a99caafa49d67e352a22077c049202b529dca7bcb90e5a5abfc0eb2/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/eebfc0955c9f15c1a1749c0a03ceb4c399e3b928ec422a092bbbf61cd220c610/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/f1a88f63d64e72f635ba7e4cf290616a445cccbb29242353fe07ed8b51ead370/shm);Str(tmpfs);Str(tmpfs);Str(/run);Str(tmpfs);Str(tmpfs);Str(/run/lock);Str(tmpfs);Str(tmpfs);Str(/tmp);Str(otel-pods);Str(kube-state-metrics.kube-system);service.instance.id: Str(kube-state-metrics.kube-system:8080);Str(8080);Str(http)
kube_deployment_status_condition,[STABLE] The current status conditions of a deployment.,,Gauge,Str(Available);Str(kube-state-metrics);Str(kube-system);Str(true);Str(Available);Str(kube-state-metrics);Str(kube-system);Str(false);Str(Available);Str(kube-state-metrics);Str(kube-system);Str(unknown);Str(Progressing);Str(kube-state-metrics);Str(kube-system);Str(true);Str(Progressing);Str(kube-state-metrics);Str(kube-system);Str(false);Str(Progressing);Str(kube-state-metrics);Str(kube-system);Str(unknown);Str(Available);Str(coredns);Str(kube-system);Str(true);Str(Available);Str(coredns);Str(kube-system);Str(false);Str(Available);Str(coredns);Str(kube-system);Str(unknown);Str(Progressing);Str(coredns);Str(kube-system);Str(true);Str(Progressing);Str(coredns);Str(kube-system);Str(false);Str(Progressing);Str(coredns);Str(kube-system);Str(unknown);Str(Available);Str(local-path-provisioner);Str(local-path-storage);Str(true);Str(Available);Str(local-path-provisioner);Str(local-path-storage);Str(false);Str(Available);Str(local-path-provisioner);Str(local-path-storage);Str(unknown);Str(Progressing);Str(local-path-provisioner);Str(local-path-storage);Str(true);Str(Progressing);Str(local-path-provisioner);Str(local-path-storage);Str(false);Str(Progressing);Str(local-path-provisioner);Str(local-path-storage);Str(unknown)
kube_endpoint_ports,[STABLE] Information about the Endpoint ports.,,Gauge,Str(kubernetes);Str(default);Str(https);Str(6443);Str(TCP);Str(kube-dns);Str(kube-system);Str(dns-tcp);Str(53);Str(TCP);Str(kube-dns);Str(kube-system);Str(dns);Str(53);Str(UDP);Str(kube-dns);Str(kube-system);Str(metrics);Str(9153);Str(TCP);Str(kube-state-metrics);Str(kube-system);Str(http);Str(8080);Str(TCP);Str(prometheus-node-exporter);Str(kube-system);Str(metrics);Str(9100);Str(TCP)
kube_node_status_condition,[STABLE] The condition of a cluster node.,,Gauge,Str(MemoryPressure);Str(kubernetes-control-plane);Str(true);Str(MemoryPressure);Str(kubernetes-control-plane);Str(false);Str(MemoryPressure);Str(kubernetes-control-plane);Str(unknown);Str(DiskPressure);Str(kubernetes-control-plane);Str(true);Str(DiskPressure);Str(kubernetes-control-plane);Str(false);Str(DiskPressure);Str(kubernetes-control-plane);Str(unknown);Str(PIDPressure);Str(kubernetes-control-plane);Str(true);Str(PIDPressure);Str(kubernetes-control-plane);Str(false);Str(PIDPressure);Str(kubernetes-control-plane);Str(unknown);Str(Ready);Str(kubernetes-control-plane);Str(true);Str(Ready);Str(kubernetes-control-plane);Str(false);Str(Ready);Str(kubernetes-control-plane);Str(unknown)
