Name,Description,Unit,DataType,Attributes
ClickHouseProfileEvents_SleepFunctionCalls,"Number of times a sleep function (sleep, sleepEachRow) has been called.",,Sum,
ClickHouseMetrics_SendScalars,Number of connections that are sending data for scalars to remote servers.,,Gauge,
ClickHouseAsyncMetrics_BlockQueueTime_nbd14,,,Gauge,
ClickHouseAsyncMetrics_OSSoftIrqTimeCPU2,,,Gauge,
ClickHouseAsyncMetrics_CompiledExpressionCacheCount,,,Gauge,
ClickHouseMetrics_MemoryTracking,Total amount of memory (bytes) allocated by the server.,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardTime_nbd2,,,Gauge,
ClickHouseAsyncMetrics_OSMemoryFreePlusCached,,,Gauge,
ClickHouseProfileEvents_PerfLocalMemoryReferences,Local NUMA node memory reads,,Sum,
ClickHouseAsyncMetrics_BlockWriteBytes_ram0,,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardOps_nbd2,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteTime_ram1,,,Gauge,
ClickHouseMetrics_BackgroundSchedulePoolTask,"Number of active tasks in BackgroundSchedulePool. This pool is used for periodic ReplicatedMergeTree tasks, like cleaning old data parts, altering data parts, replica re-initialization, etc.",,Gauge,
ClickHouseMetrics_RWLockActiveReaders,Number of threads holding read lock in a table RWLock.,,Gauge,
ClickHouseAsyncMetrics_BlockReadBytes_ram15,,,Gauge,
ClickHouseAsyncMetrics_OSMemoryBuffers,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteTime_nbd4,,,Gauge,
ClickHouseAsyncMetrics_OSIrqTimeCPU6,,,Gauge,
ClickHouseProfileEvents_ReplicatedPartMerges,Number of times data parts of ReplicatedMergeTree tables were successfully merged.,,Sum,
ClickHouseAsyncMetrics_NetworkReceiveErrors_tunl0,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteMerges_nbd4,,,Gauge,
ClickHouseAsyncMetrics_BlockReadOps_ram2,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteMerges_nbd7,,,Gauge,
ClickHouseAsyncMetrics_NetworkSendPackets_eth0,,,Gauge,
ClickHouseAsyncMetrics_OSNiceTimeCPU5,,,Gauge,
ClickHouseProfileEvents_ReadBufferFromFileDescriptorRead,Number of reads (read/pread) from a file descriptor. Does not include sockets.,,Sum,
ClickHouseProfileEvents_ArenaAllocChunks,,,Sum,
ClickHouseProfileEvents_DistributedConnectionStaleReplica,,,Sum,
ClickHouseAsyncMetrics_BlockDiscardTime_nbd9,,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardOps_nbd9,,,Gauge,
ClickHouseAsyncMetrics_CPUFrequencyMHz_6,,,Gauge,
ClickHouseProfileEvents_ReadBufferFromFileDescriptorReadBytes,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size.",,Sum,
ClickHouseAsyncMetrics_BlockReadOps_ram0,,,Gauge,
ClickHouseAsyncMetrics_OSIrqTimeCPU7,,,Gauge,
ClickHouseAsyncMetrics_OSNiceTimeCPU2,,,Gauge,
ClickHouseAsyncMetrics_OSStealTimeCPU5,,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardBytes_nbd15,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteBytes_nbd2,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteBytes_ram13,,,Gauge,
ClickHouseAsyncMetrics_BlockQueueTime_nbd9,,,Gauge,
ClickHouseAsyncMetrics_BlockReadTime_ram11,,,Gauge,
ClickHouseAsyncMetrics_NetworkSendBytes_tunl0,,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardBytes_ram15,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteMerges_ram11,,,Gauge,
ClickHouseAsyncMetrics_OSIdleTimeCPU6,,,Gauge,
ClickHouseAsyncMetrics_OSStealTimeCPU6,,,Gauge,
ClickHouseProfileEvents_FailedInsertQuery,"Same as FailedQuery, but only for INSERT queries.",,Sum,
ClickHouseProfileEvents_CompressedReadBufferBlocks,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network).",,Sum,
ClickHouseProfileEvents_PerfDataTLBReferences,Data TLB references,,Sum,
ClickHouseAsyncMetrics_FilesystemLogsPathUsedBytes,,,Gauge,
ClickHouseAsyncMetrics_BlockReadOps_ram7,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteBytes_nbd4,,,Gauge,
ClickHouseProfileEvents_UncompressedCacheHits,,,Sum,
ClickHouseProfileEvents_MergeTreeDataWriterBlocksAlreadySorted,Number of blocks INSERTed to MergeTree tables that appeared to be already sorted.,,Sum,
ClickHouseProfileEvents_PerfStalledCyclesBackend,Stalled cycles during retirement.,,Sum,
ClickHouseAsyncMetrics_BlockInFlightOps_ram5,,,Gauge,
ClickHouseAsyncMetrics_BlockReadOps_ram9,,,Gauge,
ClickHouseProfileEvents_RWLockAcquiredReadLocks,,,Sum,
ClickHouseProfileEvents_PerfAlignmentFaults,Number of alignment faults. These happen when unaligned memory accesses happen; the kernel can handle these but it reduces performance. This happens only on some architectures (never on x86).,,Sum,
ClickHouseMetrics_BackgroundCommonPoolTask,Number of active tasks in an associated background pool,,Gauge,
ClickHouseAsyncMetrics_jemalloc_background_thread_num_runs,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteOps_ram0,,,Gauge,
ClickHouseAsyncMetrics_OSSoftIrqTimeCPU4,,,Gauge,
ClickHouseProfileEvents_DuplicatedInsertedBlocks,Number of times the INSERTed block to a ReplicatedMergeTree table was deduplicated.,,Sum,
ClickHouseAsyncMetrics_OSThreadsRunnable,,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardTime_ram10,,,Gauge,
ClickHouseProfileEvents_S3WriteRequestsThrottling,"Number of 429 and 503 errors in POST, DELETE, PUT and PATCH requests to S3 storage.",,Sum,
ClickHouseAsyncMetrics_BlockWriteBytes_nbd14,,,Gauge,
ClickHouseAsyncMetrics_BlockQueueTime_vda,,,Gauge,
ClickHouseAsyncMetrics_BlockActiveTime_nbd5,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteMerges_ram4,,,Gauge,
ClickHouseAsyncMetrics_BlockActiveTime_ram14,,,Gauge,
ClickHouseAsyncMetrics_MySQLThreads,,,Gauge,
ClickHouseAsyncMetrics_BlockReadBytes_ram8,,,Gauge,
ClickHouseAsyncMetrics_BlockReadMerges_ram3,,,Gauge,
ClickHouseAsyncMetrics_jemalloc_metadata,,,Gauge,
ClickHouseProfileEvents_RWLockAcquiredWriteLocks,,,Sum,
ClickHouseMetrics_DictCacheRequests,Number of requests in fly to data sources of dictionaries of cache type.,,Gauge,
ClickHouseAsyncMetrics_BlockWriteMerges_ram8,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteMerges_nbd6,,,Gauge,
ClickHouseAsyncMetrics_BlockReadBytes_ram4,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteMerges_nbd9,,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardBytes_nbd5,,,Gauge,
ClickHouseAsyncMetrics_BlockReadBytes_nbd2,,,Gauge,
ClickHouseProfileEvents_RemoteFSBuffers,Number of buffers created for asynchronous reading from remote filesystem,,Sum,
ClickHouseAsyncMetrics_BlockDiscardOps_nbd8,,,Gauge,
ClickHouseAsyncMetrics_OSGuestTimeCPU4,,,Gauge,
ClickHouseAsyncMetrics_BlockReadOps_nbd0,,,Gauge,
ClickHouseProfileEvents_SoftPageFaults,,,Sum,
ClickHouseAsyncMetrics_MemoryVirtual,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteMerges_nbd2,,,Gauge,
ClickHouseProfileEvents_IOBufferAllocs,,,Sum,
ClickHouseProfileEvents_ReplicatedPartFetches,Number of times a data part was downloaded from replica of a ReplicatedMergeTree table.,,Sum,
ClickHouseAsyncMetrics_jemalloc_background_thread_run_intervals,,,Gauge,
ClickHouseAsyncMetrics_BlockReadBytes_nbd3,,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardMerges_ram10,,,Gauge,
ClickHouseAsyncMetrics_BlockReadMerges_ram14,,,Gauge,
ClickHouseProfileEvents_PerfCpuCycles,Total cycles. Be wary of what happens during CPU frequency scaling.,,Sum,
ClickHouseProfileEvents_S3WriteMicroseconds,"Time of POST, DELETE, PUT and PATCH requests to S3 storage.",,Sum,
ClickHouseMetrics_GlobalThread,Number of threads in global thread pool.,,Gauge,
ClickHouseMetrics_PartsCompact,Compact parts.,,Gauge,
ClickHouseAsyncMetrics_BlockReadBytes_nbd6,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteBytes_ram12,,,Gauge,
ClickHouseAsyncMetrics_OSUserTimeCPU2,,,Gauge,
ClickHouseAsyncMetrics_BlockReadBytes_nbd9,,,Gauge,
ClickHouseProfileEvents_PerfLocalMemoryMisses,Local NUMA node memory read misses,,Sum,
ClickHouseMetrics_ActiveSyncDrainedConnections,Number of active connections drained synchronously.,,Gauge,
ClickHouseAsyncMetrics_OSGuestNiceTimeCPU5,,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardBytes_nbd3,,,Gauge,
ClickHouseAsyncMetrics_UncompressedCacheBytes,,,Gauge,
ClickHouseMetrics_BackgroundDistributedSchedulePoolTask,Number of active tasks in BackgroundDistributedSchedulePool. This pool is used for distributed sends that is done in background.,,Gauge,
ClickHouseAsyncMetrics_BlockActiveTime_nbd3,,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardTime_ram1,,,Gauge,
ClickHouseAsyncMetrics_OSSystemTimeCPU4,,,Gauge,
ClickHouseAsyncMetrics_BlockReadTime_ram3,,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardBytes_ram4,,,Gauge,
ClickHouseProfileEvents_StorageBufferErrorOnFlush,,,Sum,
ClickHouseProfileEvents_QueryProfilerSignalOverruns,Number of times we drop processing of a query profiler signal due to overrun plus the number of signals that OS has not delivered due to overrun.,,Sum,
ClickHouseMetrics_PartsDeleting,"Not active data part with identity refcounter, it is deleting right now by a cleaner.",,Gauge,
ClickHouseAsyncMetrics_OSUserTimeCPU3,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteBytes_ram6,,,Gauge,
ClickHouseAsyncMetrics_OSIOWaitTimeCPU0,,,Gauge,
ClickHouseProfileEvents_ZooKeeperSet,,,Sum,
ClickHouseAsyncMetrics_BlockDiscardMerges_ram2,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteMerges_ram0,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteOps_ram5,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteTime_nbd8,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteMerges_nbd15,,,Gauge,
ClickHouseAsyncMetrics_OSStealTimeCPU1,,,Gauge,
ClickHouseAsyncMetrics_BlockReadTime_nbd11,,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardBytes_ram13,,,Gauge,
ClickHouseAsyncMetrics_OSIOWaitTimeCPU7,,,Gauge,
ClickHouseAsyncMetrics_BlockInFlightOps_ram2,,,Gauge,
ClickHouseAsyncMetrics_BlockReadTime_ram5,,,Gauge,
ClickHouseAsyncMetrics_OSSystemTimeCPU3,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteOps_nbd8,,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardOps_nbd3,,,Gauge,
ClickHouseAsyncMetrics_CPUFrequencyMHz_1,,,Gauge,
ClickHouseAsyncMetrics_OSSystemTimeCPU2,,,Gauge,
ClickHouseAsyncMetrics_NetworkSendPackets_ip6tnl0,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteOps_ram3,,,Gauge,
ClickHouseAsyncMetrics_CompiledExpressionCacheBytes,,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardMerges_nbd0,,,Gauge,
ClickHouseAsyncMetrics_OSMemoryTotal,,,Gauge,
ClickHouseAsyncMetrics_FilesystemLogsPathTotalINodes,,,Gauge,
ClickHouseAsyncMetrics_OSIrqTime,,,Gauge,
ClickHouseProfileEvents_CreatedLogEntryForMerge,Successfully created log entry to merge parts in ReplicatedMergeTree.,,Sum,
ClickHouseAsyncMetrics_OSGuestTimeCPU7,,,Gauge,
ClickHouseAsyncMetrics_NetworkSendBytes_eth0,,,Gauge,
ClickHouseAsyncMetrics_BlockQueueTime_nbd13,,,Gauge,
ClickHouseProfileEvents_MergeTreeDataWriterRows,Number of rows INSERTed to MergeTree tables.,,Sum,
ClickHouseAsyncMetrics_BlockReadBytes_ram7,,,Gauge,
ClickHouseAsyncMetrics_BlockReadMerges_ram6,,,Gauge,
ClickHouseProfileEvents_ZooKeeperGet,,,Sum,
ClickHouseProfileEvents_StorageBufferPassedTimeMaxThreshold,,,Sum,
ClickHouseAsyncMetrics_BlockWriteOps_nbd3,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteTime_nbd14,,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardBytes_ram9,,,Gauge,
ClickHouseAsyncMetrics_BlockReadOps_nbd1,,,Gauge,
ClickHouseProfileEvents_HedgedRequestsChangeReplica,Total count when timeout for changing replica expired in hedged requests.,,Sum,
ClickHouseMetrics_CacheDictionaryUpdateQueueBatches,Number of 'batches' (a set of keys) in update queue in CacheDictionaries.,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardTime_ram2,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteTime_nbd6,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteOps_nbd10,,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardBytes_ram2,,,Gauge,
ClickHouseAsyncMetrics_OSStealTimeCPU4,,,Gauge,
ClickHouseProfileEvents_CompileFunction,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.,,Sum,
ClickHouseProfileEvents_RealTimeMicroseconds,Total (wall clock) time spent in processing (queries and other tasks) threads (not that this is a sum).,,Sum,
ClickHouseAsyncMetrics_BlockQueueTime_ram3,,,Gauge,
ClickHouseAsyncMetrics_FilesystemLogsPathAvailableBytes,,,Gauge,
ClickHouseAsyncMetrics_jemalloc_active,,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardTime_nbd7,,,Gauge,
ClickHouseProfileEvents_ReplicatedPartChecksFailed,,,Sum,
ClickHouseProfileEvents_ZooKeeperBytesSent,,,Sum,
ClickHouseMetrics_ZooKeeperWatch,Number of watches (event subscriptions) in ZooKeeper.,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardBytes_nbd14,,,Gauge,
ClickHouseProfileEvents_SelectedBytes,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.,,Sum,
ClickHouseProfileEvents_PerfInstructionTLBMisses,Instruction TLB misses,,Sum,
ClickHouseAsyncMetrics_BlockDiscardBytes_ram8,,,Gauge,
ClickHouseAsyncMetrics_OSInterrupts,,,Gauge,
ClickHouseAsyncMetrics_BlockReadMerges_ram4,,,Gauge,
ClickHouseMetrics_LocalThread,Number of threads in local thread pools. The threads in local thread pools are taken from the global thread pool.,,Gauge,
ClickHouseMetrics_BrokenDistributedFilesToInsert,Number of files for asynchronous insertion into Distributed tables that has been marked as broken. This metric will starts from 0 on start. Number of files for every shard is summed.,,Gauge,
ClickHouseAsyncMetrics_BlockReadBytes_ram1,,,Gauge,
ClickHouseAsyncMetrics_BlockReadMerges_nbd13,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteOps_ram14,,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardMerges_nbd7,,,Gauge,
ClickHouseAsyncMetrics_DiskAvailable_default,,,Gauge,
ClickHouseAsyncMetrics_CPUFrequencyMHz_7,,,Gauge,
ClickHouseProfileEvents_DelayedInsertsMilliseconds,Total number of milliseconds spent while the INSERT of a block to a MergeTree table was throttled due to high number of active data parts for partition.,,Sum,
ClickHouseMetrics_ActiveAsyncDrainedConnections,Number of active connections drained asynchronously.,,Gauge,
ClickHouseAsyncMetrics_BlockWriteMerges_nbd14,,,Gauge,
ClickHouseAsyncMetrics_OSGuestNiceTimeCPU4,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteTime_nbd7,,,Gauge,
ClickHouseProfileEvents_DistributedConnectionFailAtAll,Total count when distributed connection fails after all retries finished,,Sum,
ClickHouseProfileEvents_CompileExpressionsMicroseconds,Total time spent for compilation of expressions to LLVM code.,,Sum,
ClickHouseAsyncMetrics_BlockDiscardMerges_nbd3,,,Gauge,
ClickHouseAsyncMetrics_BlockInFlightOps_ram8,,,Gauge,
ClickHouseAsyncMetrics_BlockReadOps_nbd5,,,Gauge,
ClickHouseAsyncMetrics_BlockReadMerges_nbd15,,,Gauge,
ClickHouseProfileEvents_ReplicatedPartFailedFetches,Number of times a data part was failed to download from replica of a ReplicatedMergeTree table.,,Sum,
ClickHouseAsyncMetrics_BlockWriteMerges_nbd8,,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardOps_ram0,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteOps_nbd0,,,Gauge,
ClickHouseProfileEvents_AIOWrite,Number of writes with Linux or FreeBSD AIO interface,,Sum,
ClickHouseAsyncMetrics_jemalloc_retained,,,Gauge,
ClickHouseAsyncMetrics_BlockActiveTime_ram3,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteBytes_nbd10,,,Gauge,
ClickHouseAsyncMetrics_OSGuestTime,,,Gauge,
ClickHouseAsyncMetrics_OSStealTime,,,Gauge,
ClickHouseProfileEvents_ExternalAggregationMerge,,,Sum,
ClickHouseAsyncMetrics_ReplicasMaxQueueSize,,,Gauge,
ClickHouseAsyncMetrics_TotalPartsOfMergeTreeTables,,,Gauge,
ClickHouseProfileEvents_ReplicaPartialShutdown,How many times Replicated table has to deinitialize its state due to session expiration in ZooKeeper. The state is reinitialized every time when ZooKeeper is available again.,,Sum,
ClickHouseMetrics_PostgreSQLConnection,Number of client connections using PostgreSQL protocol,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardOps_ram8,,,Gauge,
ClickHouseAsyncMetrics_FilesystemMainPathTotalBytes,,,Gauge,
ClickHouseAsyncMetrics_NetworkReceiveDrop_tunl0,,,Gauge,
ClickHouseAsyncMetrics_MMapCacheCells,,,Gauge,
ClickHouseAsyncMetrics_CPUFrequencyMHz_0,,,Gauge,
ClickHouseAsyncMetrics_OSSoftIrqTimeNormalized,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteBytes_nbd3,,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardTime_nbd6,,,Gauge,
ClickHouseProfileEvents_MergeTreeDataProjectionWriterBlocks,Number of blocks INSERTed to MergeTree tables projection. Each block forms a data part of level zero.,,Sum,
ClickHouseAsyncMetrics_BlockReadBytes_nbd4,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteBytes_ram4,,,Gauge,
ClickHouseAsyncMetrics_NetworkSendDrop_eth0,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteTime_ram5,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteMerges_nbd13,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteOps_ram6,,,Gauge,
ClickHouseProfileEvents_MMappedFileCacheHits,,,Sum,
ClickHouseProfileEvents_DictCacheKeysHit,,,Sum,
ClickHouseMetrics_PartsInMemory,In-memory parts.,,Gauge,
ClickHouseProfileEvents_NetworkReceiveBytes,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries.",,Sum,
ClickHouseAsyncMetrics_BlockQueueTime_nbd5,,,Gauge,
ClickHouseAsyncMetrics_BlockInFlightOps_nbd14,,,Gauge,
ClickHouseAsyncMetrics_BlockInFlightOps_ram13,,,Gauge,
ClickHouseMetrics_OpenFileForRead,Number of files open for reading,,Gauge,
ClickHouseAsyncMetrics_BlockReadMerges_nbd1,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteBytes_ram8,,,Gauge,
ClickHouseAsyncMetrics_MemoryShared,,,Gauge,
ClickHouseProfileEvents_UncompressedCacheMisses,,,Sum,
ClickHouseProfileEvents_NetworkSendBytes,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries.",,Sum,
ClickHouseAsyncMetrics_BlockWriteMerges_ram13,,,Gauge,
ClickHouseAsyncMetrics_BlockInFlightOps_nbd2,,,Gauge,
ClickHouseProfileEvents_AIOWriteBytes,Number of bytes written with Linux or FreeBSD AIO interface,,Sum,
ClickHouseProfileEvents_NetworkReceiveElapsedMicroseconds,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries.",,Sum,
ClickHouseProfileEvents_ThreadPoolReaderPageCacheHitElapsedMicroseconds,Time spent reading data from page cache in ThreadPoolReader.,,Sum,
ClickHouseMetrics_BackgroundBufferFlushSchedulePoolTask,Number of active tasks in BackgroundBufferFlushSchedulePool. This pool is used for periodic Buffer flushes,,Gauge,
ClickHouseAsyncMetrics_BlockWriteTime_ram9,,,Gauge,
ClickHouseProfileEvents_PerfEmulationFaults,Number of emulation faults. The kernel sometimes traps on unimplemented instructions and emulates them for user space. This can negatively impact performance.,,Sum,
ClickHouseAsyncMetrics_BlockReadMerges_ram15,,,Gauge,
ClickHouseAsyncMetrics_PostgreSQLThreads,,,Gauge,
ClickHouseProfileEvents_DictCacheKeysNotFound,,,Sum,
ClickHouseProfileEvents_OSWriteBytes,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.,,Sum,
ClickHouseMetrics_PartsPreCommitted,Deprecated. See PartsPreActive.,,Gauge,
ClickHouseAsyncMetrics_MaxPartCountForPartition,,,Gauge,
ClickHouseAsyncMetrics_BlockReadBytes_nbd1,,,Gauge,
ClickHouseProfileEvents_AIOReadBytes,Number of bytes read with Linux or FreeBSD AIO interface,,Sum,
ClickHouseProfileEvents_ZooKeeperWatchResponse,,,Sum,
ClickHouseAsyncMetrics_FilesystemLogsPathAvailableINodes,,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardMerges_ram5,,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardTime_ram3,,,Gauge,
ClickHouseAsyncMetrics_OSSoftIrqTime,,,Gauge,
ClickHouseProfileEvents_MergeTreeDataProjectionWriterRows,Number of rows INSERTed to MergeTree tables projection.,,Sum,
ClickHouseProfileEvents_PerfCacheMisses,Cache misses. Usually this indicates Last Level Cache misses; this is intended to be used in con‐junction with the PERFCOUNTHWCACHEREFERENCES event to calculate cache miss rates.,,Sum,
ClickHouseProfileEvents_FunctionExecute,,,Sum,
ClickHouseMetrics_BackgroundMessageBrokerSchedulePoolTask,Number of active tasks in BackgroundProcessingPool for message streaming,,Gauge,
ClickHouseAsyncMetrics_FilesystemLogsPathUsedINodes,,,Gauge,
ClickHouseAsyncMetrics_BlockReadTime_nbd15,,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardBytes_nbd0,,,Gauge,
ClickHouseProfileEvents_RWLockWritersWaitMilliseconds,,,Sum,
ClickHouseMetrics_ReplicatedFetch,Number of data parts being fetched from replica,,Gauge,
ClickHouseAsyncMetrics_BlockReadMerges_ram13,,,Gauge,
ClickHouseAsyncMetrics_BlockReadOps_nbd14,,,Gauge,
ClickHouseAsyncMetrics_OSSoftIrqTimeCPU0,,,Gauge,
ClickHouseAsyncMetrics_OSGuestNiceTimeCPU0,,,Gauge,
ClickHouseProfileEvents_InsertQueryTimeMicroseconds,Total time of INSERT queries.,,Sum,
ClickHouseProfileEvents_PolygonsInPoolAllocatedBytes,,,Sum,
ClickHouseProfileEvents_ExternalDataSourceLocalCacheReadBytes,Bytes read from local cache buffer in RemoteReadBufferCache,,Sum,
ClickHouseMetrics_NetworkSend,"Number of threads sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries.",,Gauge,
ClickHouseAsyncMetrics_BlockReadTime_nbd13,,,Gauge,
ClickHouseAsyncMetrics_BlockReadOps_ram12,,,Gauge,
ClickHouseAsyncMetrics_TCPThreads,,,Gauge,
ClickHouseAsyncMetrics_BlockReadTime_nbd6,,,Gauge,
ClickHouseAsyncMetrics_OSIOWaitTimeCPU3,,,Gauge,
ClickHouseProfileEvents_RejectedInserts,Number of times the INSERT of a block to a MergeTree table was rejected with 'Too many parts' exception due to high number of active data parts for partition.,,Sum,
ClickHouseProfileEvents_ZooKeeperHardwareExceptions,,,Sum,
ClickHouseMetrics_PartsTemporary,"The part is generating now, it is not in data_parts list.",,Gauge,
ClickHouseAsyncMetrics_BlockActiveTime_nbd9,,,Gauge,
ClickHouseAsyncMetrics_BlockActiveTime_ram10,,,Gauge,
ClickHouseMetrics_PartsCommitted,Deprecated. See PartsActive.,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardOps_ram14,,,Gauge,
ClickHouseAsyncMetrics_BlockReadTime_ram12,,,Gauge,
ClickHouseProfileEvents_ZooKeeperClose,,,Sum,
ClickHouseProfileEvents_ContextLock,Number of times the lock of Context was acquired or tried to acquire. This is global lock.,,Sum,
ClickHouseMetrics_VersionInteger,"Version of the server in a single integer number in base-1000. For example, version 11.22.33 is translated to 11022033.",,Gauge,
ClickHouseAsyncMetrics_BlockInFlightOps_nbd3,,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardTime_ram8,,,Gauge,
ClickHouseAsyncMetrics_CPUFrequencyMHz_3,,,Gauge,
ClickHouseMetrics_DistributedSend,Number of connections to remote servers sending data that was INSERTed into Distributed tables. Both synchronous and asynchronous mode.,,Gauge,
ClickHouseAsyncMetrics_FilesystemMainPathUsedINodes,,,Gauge,
ClickHouseAsyncMetrics_BlockReadMerges_nbd6,,,Gauge,
ClickHouseAsyncMetrics_BlockActiveTime_nbd0,,,Gauge,
ClickHouseAsyncMetrics_BlockActiveTime_ram13,,,Gauge,
ClickHouseProfileEvents_DistributedSyncInsertionTimeoutExceeded,,,Sum,
ClickHouseProfileEvents_DataAfterMergeDiffersFromReplica,,,Sum,
ClickHouseAsyncMetrics_BlockActiveTime_ram12,,,Gauge,
ClickHouseAsyncMetrics_MarkCacheBytes,,,Gauge,
ClickHouseProfileEvents_ThreadPoolReaderPageCacheMissElapsedMicroseconds,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from page cache.,,Sum,
ClickHouseAsyncMetrics_BlockWriteOps_ram7,,,Gauge,
ClickHouseAsyncMetrics_OSNiceTimeCPU0,,,Gauge,
ClickHouseAsyncMetrics_NetworkSendDrop_tunl0,,,Gauge,
ClickHouseAsyncMetrics_BlockReadOps_ram1,,,Gauge,
ClickHouseAsyncMetrics_jemalloc_arenas_all_muzzy_purged,,,Gauge,
ClickHouseAsyncMetrics_BlockWriteBytes_vda,,,Gauge,
ClickHouseProfileEvents_PolygonsAddedToPool,,,Sum,
ClickHouseProfileEvents_UserTimeMicroseconds,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user space. This include time CPU pipeline was stalled due to cache misses, branch mispredictions, hyper-threading, etc.",,Sum,
ClickHouseAsyncMetrics_OSGuestNiceTime,,,Gauge,
ClickHouseAsyncMetrics_OSIOWaitTimeCPU5,,,Gauge,
ClickHouseAsyncMetrics_OSSystemTime,,,Gauge,
ClickHouseAsyncMetrics_NetworkReceiveBytes_ip6tnl0,,,Gauge,
ClickHouseAsyncMetrics_BlockQueueTime_nbd1,,,Gauge,
ClickHouseAsyncMetrics_BlockReadMerges_ram0,,,Gauge,
ClickHouseAsyncMetrics_BlockReadOps_nbd4,,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardTime_nbd5,,,Gauge,
ClickHouseAsyncMetrics_BlockDiscardOps_ram6,,,Gauge,
ClickHouseProfileEvents_FailedQuery,Number of failed queries.,,Sum,
ClickHouseProfileEvents_ReadBufferSeekCancelConnection,"Number of seeks which lead to new connection (s3, http)",,Sum,
ClickHouseMetrics_Merge,Number of executing background merges,,Gauge,
ClickHouseAsyncMetrics_BlockWriteMerges_ram7,,,Gauge,
